1,2.99406,2.65855,2.63791
2,1.72435,1.38881,1.36841
3,1.29505,0.959854,0.93902
4,1.09114,0.756179,0.734208
5,0.957839,0.624972,0.607827
6,0.877746,0.543896,0.523932
7,0.820862,0.48479,0.465349
8,0.779696,0.444629,0.423634
